Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating
HI Q Plus Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Hical Tablet 10'S,Supplement, antioxidant and memory enhancement property,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Hical M Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
HID 3 60000IU Capsule 4'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
High Pro Vanilla Powder 250gm,Supplement,powerful antioxidant that strengthens and protects living tissue,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Hilcal 500mg Tablet 15'SHilcal 250mg Tablet 15'SHilcal 250mg Tablet 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Divis Laboratories Ltd.,DIVISLAB,D
Himom Tablet 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Cipla Ltd.,CIPLA,C
Hindcal Tablet 10'S,Supplement,improves immunity,Biocon Ltd.,BIOCON,B
HIOXY Capsule 10's,Supplement,improves immunity,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Hiron SF Tablet 10'S,Supplement,improves stability,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Hisense Capsule 15'S,Supplement,improves resistance,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Hitone Syrup 200ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Homin Injection 1ml,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Divis Laboratories Ltd.,DIVISLAB,D
Homin D3 Tablet 10'S,Supplement, antioxidant and memory enhancement property,Cipla Ltd.,CIPLA,C
Homistar Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Biocon Ltd.,BIOCON,B
Homisure Tablet 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Aurobindo Pharma Ltd.,AUROPHARMA,AU
Homisure Plus Injection 1X2ml,Supplement,powerful antioxidant that strengthens and protects living tissue,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Homo 16D Tablet 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Lupin Ltd.,LUPIN,L
Homochek Capsule 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Cadila Healthcare Ltd.,CADILAHC,CA
Homocyst Tmg 2mg Tablet 10'S,Supplement,improves immunity,Abbott India Ltd.,ABBOTINDIA,ABB
Hope F Tablet 10'S,Supplement,improves immunity,Alkem Laboratories Ltd.,ALKEM,AL
Hope M Tablet 10'S,Supplement,improves stability,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Hopjoy Tablet 10's,Supplement,improves resistance,Ipca Laboratories Ltd.,IPCALAB,I
Hosit Injection 500mcg Injection 1,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Hosit Forte Injection 1ml,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Hosit L Tablet 10'S,Supplement, antioxidant and memory enhancement property,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Hosit XT Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Hovite Drops 15ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Hovite L Drops 15ml,Supplement,powerful antioxidant that strengthens and protects living tissue,Divis Laboratories Ltd.,DIVISLAB,D
Hovite RB Drops 15mlHovite RB Syrup 120ml,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Cipla Ltd.,CIPLA,C
Hqpro Vanilla Powder 200gm,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Biocon Ltd.,BIOCON,B
Human Albumin(Bharat Serum) 20% Infusion 100ml,Supplement,improves immunity,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Humyl Powder 200gm,Supplement,improves immunity,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Hyber Biscuit 275gm,Supplement,improves stability,Lupin Ltd.,LUPIN,L
Hycibex Suspension 200mlHycibex Suspension 100mlHycibex Tablet 10'SHycibex Drops 15mlHycibex Capsule 10'S,Supplement,improves resistance,Cadila Healthcare Ltd.,CADILAHC,CA
Hycibex Teen Capsule 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Abbott India Ltd.,ABBOTINDIA,ABB
Hydab 500mg Capsule 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Alkem Laboratories Ltd.,ALKEM,AL
Hyglow 600mg Injection 1'SHyglow Tablet 10'S,Supplement, antioxidant and memory enhancement property,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Hypersol 6 Eye Ointment 3Gm,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Ipca Laboratories Ltd.,IPCALAB,I
Hyperton Eye Drops 10ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Hypophos 667mg Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Hypotab Tablet 4'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
HYQVIT Tablet 15's,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Hysam 400mg Tablet 10'SHysam 200mg Tablet 10'S,Supplement,improves immunity,Dr. Reddys Laboratories Ltd.,DRREDDY,R
I Dew Mega Capsule 10'S,Supplement,improves immunity,Divis Laboratories Ltd.,DIVISLAB,D
I Fag Softgel 10'S,Supplement,improves stability,Cipla Ltd.,CIPLA,C
I Omega Capsule 30'SI Omega 500mg Softgel 10'S,Supplement,improves resistance,Biocon Ltd.,BIOCON,B
I Vit Capsule 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Aurobindo Pharma Ltd.,AUROPHARMA,AU
I Vit 12 Injection 1'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
I VIT PRO Capsule 15's,Supplement, antioxidant and memory enhancement property,Lupin Ltd.,LUPIN,L
I Zen Forte Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Cadila Healthcare Ltd.,CADILAHC,CA
Ib Gluta Infusion 50ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Abbott India Ltd.,ABBOTINDIA,ABB
Ibid3 Oral Disintegrating Strips 4'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Alkem Laboratories Ltd.,ALKEM,AL
Ibinutri Syrup 100ml,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Ibioral Gel 10gm,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Ipca Laboratories Ltd.,IPCALAB,I
Ibomega Capsule 10'S,Supplement,improves immunity,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Icare Tablet 10'S,Supplement,improves immunity,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
ICERIN GSM Tablet 10's,Supplement,improves stability,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
IDA Tablet 10's,Supplement,improves resistance,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
IDAVIT PLUS Tablet 10's,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Ideben Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Divis Laboratories Ltd.,DIVISLAB,D
Idebest 45mg Tablet 10'S,Supplement, antioxidant and memory enhancement property,Cipla Ltd.,CIPLA,C
Ifill XT Suspension 150mlIfill XT Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Biocon Ltd.,BIOCON,B
Iforu 30mg Capsule 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Aurobindo Pharma Ltd.,AUROPHARMA,AU
Igalin SR Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Ignicar 200mg Tablet 10'SIgnicar Syrup 200ml,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Lupin Ltd.,LUPIN,L
Ignitor ED Sachet 10gmIgnitor Tablet 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Cadila Healthcare Ltd.,CADILAHC,CA
Ilaz Capsule 10'S,Supplement,improves immunity,Abbott India Ltd.,ABBOTINDIA,ABB
Ilaz New Tablet 10'S,Supplement,improves immunity,Alkem Laboratories Ltd.,ALKEM,AL
Imferon Tablet 10'S,Supplement,improves stability,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Imferon F 12 Injection 2ml,Supplement,improves resistance,Ipca Laboratories Ltd.,IPCALAB,I
Imferon Forte Capsule 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Immumax Tablet 6'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Immumod 500mg Tablet 10'SImmumod Syrup 200ml,Supplement, antioxidant and memory enhancement property,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Immunace Liquid 200mlImmunace Tablet 6'SImmunace Forte Tablet 6'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Immunace Plus Tablet 6'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Immunex Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Divis Laboratories Ltd.,DIVISLAB,D
Immunit Syrup 200ml,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Cipla Ltd.,CIPLA,C
Immuno Boost C Syrup 100ml,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Biocon Ltd.,BIOCON,B
Immuno Boost Y Tablet 30'S,Supplement,improves immunity,Aurobindo Pharma Ltd.,AUROPHARMA,AU
IMMUPLAT Tablet 10's,Supplement,improves immunity,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Improvz Tablet 10,Supplement,improves stability,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Impruv Plus Tablet 10'S,Supplement,improves resistance,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Imunocin Syrup 200ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Divis Laboratories Ltd.,DIVISLAB,D
Imuplex Drops 15ml,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Cipla Ltd.,CIPLA,C
Imuplex L Syrup 200ml,Supplement, antioxidant and memory enhancement property,Biocon Ltd.,BIOCON,B
Incad 400mg Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Aurobindo Pharma Ltd.,AUROPHARMA,AU
INDICAL Tablet 10'sINDICAL Suspension 200ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Inkrizz Suspension 150mlInkrizz Drops 15mlInkrizz Capsule 15's,Supplement,powerful antioxidant that strengthens and protects living tissue,Lupin Ltd.,LUPIN,L
Inlosa 10S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Cadila Healthcare Ltd.,CADILAHC,CA
Innovfol Capsule 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Abbott India Ltd.,ABBOTINDIA,ABB
Innovfol D3 Capsule 15'S,Supplement,improves immunity,Alkem Laboratories Ltd.,ALKEM,AL
Innovfol HB Tablet 10'SInnovfol HB Suspension 150ml,Supplement,improves immunity,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Innovit Tablet 10'S,Supplement,improves stability,Ipca Laboratories Ltd.,IPCALAB,I
Inoges Capsule 10'S,Supplement,improves resistance,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Inseal A Tablet 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Instactiv Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
INSTERGY WOMEN Tablet 10's,Supplement, antioxidant and memory enhancement property,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Insumin Plus Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Inta D 60000IU Granule 1gm,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Divis Laboratories Ltd.,DIVISLAB,D
Intacal D Tablet 15'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Cipla Ltd.,CIPLA,C
Intafol Tablet 15'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Biocon Ltd.,BIOCON,B
Intafol D Capsule 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Intasol Syrup 500mlIntasol Injection 500ml,Supplement,improves immunity,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Intavit Tablet 10'S,Supplement,improves immunity,Lupin Ltd.,LUPIN,L
Intralipid 20% Infusion 100mlIntralipid 10% Infusion 500mlIntralipid 20% Infusion 250mlIntralipid 10% Infusion 100mlIntralipid 30% Infusion 250ml,Supplement,improves stability,Cadila Healthcare Ltd.,CADILAHC,CA
Iomega 180/120mg Capsule 30'S,Supplement,improves resistance,Abbott India Ltd.,ABBOTINDIA,ABB
Irentia 100mg Injection 5mlIrentia 10mg Drops 15ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Alkem Laboratories Ltd.,ALKEM,AL
Irentia Plus 60mg Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Irex Syrup 150mlIrex Tablet 10'S,Supplement, antioxidant and memory enhancement property,Ipca Laboratories Ltd.,IPCALAB,I
Ironeed Z Capsule 15'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Irozee Capsule 10's,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Irozorb Plus Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Irrochel Z Syrup 200mlIrrochel Z Tablet 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
I Site Plus Tablet 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Dr. Reddys Laboratories Ltd.,DRREDDY,R
ISO Pro Plus Powder 200gm,Supplement,improves immunity,Divis Laboratories Ltd.,DIVISLAB,D
Isoflav 60mg Capsule 10'S,Supplement,improves immunity,Cipla Ltd.,CIPLA,C
Isoflav Cal Tablet 10'S,Supplement,improves stability,Biocon Ltd.,BIOCON,B
Isoflav CR Capsule 10'S,Supplement,improves resistance,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Isoflav Plus CR Capsule 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Isoflav V Vaginal Gel 20gm,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Lupin Ltd.,LUPIN,L
